Disease,Count of Disease Occurrence,Symptom,Rank of Symptom in Disease
UMLS:C0040034_thrombocytopaenia,123,UMLS:C0015672_fatigue,1
UMLS:C0020615_hypoglycemia,122,UMLS:C0241526_unresponsiveness,11
UMLS:C0020615_hypoglycemia,122,UMLS:C0020672_hypothermia natural,10
UMLS:C0020615_hypoglycemia,122,UMLS:C0542044_incoherent,9
UMLS:C0020615_hypoglycemia,122,UMLS:C0151878_qt interval prolonged,8
UMLS:C0020615_hypoglycemia,122,UMLS:C0311395_lameness,7
UMLS:C0020615_hypoglycemia,122,UMLS:C1456822_claudication,6
UMLS:C0020615_hypoglycemia,122,UMLS:C0041657_unconscious state,5
UMLS:C0020615_hypoglycemia,122,UMLS:C0392162_clammy skin,4
UMLS:C0020615_hypoglycemia,122,UMLS:C0032617_polyuria,3
UMLS:C0020615_hypoglycemia,122,UMLS:C0476273_distress respiratory,2
UMLS:C0020615_hypoglycemia,122,UMLS:C0020649_hypotension,1
UMLS:C0032290_pneumonia aspiration,119,UMLS:C0264576_mediastinal shift,16
UMLS:C0032290_pneumonia aspiration,119,UMLS:C0015967_fever,15
UMLS:C0032290_pneumonia aspiration,119,UMLS:C0009024_clonus,14
UMLS:C0032290_pneumonia aspiration,119,UMLS:C0856054_mental status changes,13
UMLS:C0032290_pneumonia aspiration,119,UMLS:C0029053_decreased translucency,12
UMLS:C0032290_pneumonia aspiration,119,UMLS:C0241526_unresponsiveness,11
UMLS:C0032290_pneumonia aspiration,119,UMLS:C0277794_extreme exhaustion,10
UMLS:C0032290_pneumonia aspiration,119,UMLS:C0085628_stupor,9
UMLS:C0032290_pneumonia aspiration,119,UMLS:C0036572_seizure,8
UMLS:C0032290_pneumonia aspiration,119,UMLS:C1096646_transaminitis,7
UMLS:C0032290_pneumonia aspiration,119,UMLS:C0018991_hemiplegia,6
UMLS:C0032290_pneumonia aspiration,119,UMLS:C0010200_cough,5
UMLS:C0032290_pneumonia aspiration,119,UMLS:C0232517_gurgle,4
UMLS:C0032290_pneumonia aspiration,119,UMLS:C0030193_pain,3
UMLS:C0032290_pneumonia aspiration,119,UMLS:C0011991_diarrhea,2
UMLS:C0032290_pneumonia aspiration,119,UMLS:C0000737_pain abdominal,1
UMLS:C0009319_colitis,114,UMLS:C0015967_fever,13
UMLS:C0009319_colitis,114,UMLS:C0205400_thicken,12
UMLS:C0009319_colitis,114,UMLS:C0457097_green sputum,11
UMLS:C0009319_colitis,114,UMLS:C0042963_vomiting,10
UMLS:C0009319_colitis,114,UMLS:C0027498_nausea and vomiting,9
UMLS:C0009319_colitis,114,UMLS:C0541798_awakening early,8
UMLS:C0009319_colitis,114,UMLS:C0030193_pain,7
UMLS:C0009319_colitis,114,UMLS:C0027497_nausea,6
UMLS:C0009319_colitis,114,UMLS:C0085593_chill,5
UMLS:C0009319_colitis,114,UMLS:C0232726_tenesmus,4
UMLS:C0009319_colitis,114,UMLS:C0150045_urge incontinence,3
UMLS:C0009319_colitis,114,UMLS:C0000737_pain abdominal,2
UMLS:C0009319_colitis,114,UMLS:C0578150_hemodynamically stable,1
UMLS:C1510475_diverticulosis,114,UMLS:C1167754_fecaluria,15
UMLS:C1510475_diverticulosis,114,UMLS:C0009806_constipation,14
UMLS:C1510475_diverticulosis,114,UMLS:C0549483_abscess bacterial,13
UMLS:C1510475_diverticulosis,114,UMLS:C0744740_heme positive,12
UMLS:C1510475_diverticulosis,114,UMLS:C0220870_lightheadedness,11
UMLS:C1510475_diverticulosis,114,UMLS:C0011991_diarrhea,10
UMLS:C1510475_diverticulosis,114,UMLS:C0019080_haemorrhage,9
UMLS:C1510475_diverticulosis,114,UMLS:C0030193_pain,8
UMLS:C1510475_diverticulosis,114,UMLS:C0221151_projectile vomiting,7
UMLS:C1510475_diverticulosis,114,UMLS:C0232894_pneumatouria,6
UMLS:C1510475_diverticulosis,114,UMLS:C1511606_cystic lesion,5
UMLS:C1510475_diverticulosis,114,UMLS:C0003123_anorexia,4
UMLS:C1510475_diverticulosis,114,UMLS:C0027497_nausea,3
UMLS:C1510475_diverticulosis,114,UMLS:C0424000_feeling suicidal,2
UMLS:C1510475_diverticulosis,114,UMLS:C0150041_feeling hopeless,1
UMLS:C0038663_suicide attempt,114,UMLS:C0233762_hallucinations auditory,23
UMLS:C0038663_suicide attempt,114,UMLS:C0917801_sleeplessness,22
UMLS:C0038663_suicide attempt,114,UMLS:C0438696_suicidal,21
UMLS:C0038663_suicide attempt,114,UMLS:C0424230_motor retardation,20
UMLS:C0038663_suicide attempt,114,UMLS:C0424109_weepiness,19
UMLS:C0038663_suicide attempt,114,UMLS:C0235198_unable to concentrate,18
UMLS:C0038663_suicide attempt,114,UMLS:C0234544_todd paralysis,17
UMLS:C0038663_suicide attempt,114,UMLS:C0233481_worry,16
UMLS:C0038663_suicide attempt,114,UMLS:C0015672_fatigue,15
UMLS:C0038663_suicide attempt,114,UMLS:C0040822_tremor,14
UMLS:C0038663_suicide attempt,114,UMLS:C0740880_alcoholic withdrawal symptoms,13
UMLS:C0038663_suicide attempt,114,UMLS:C0085631_agitation,12
UMLS:C0038663_suicide attempt,114,UMLS:C0241526_unresponsiveness,11
UMLS:C0038663_suicide attempt,114,UMLS:C0312422_blackout,10
UMLS:C0038663_suicide attempt,114,UMLS:C0424092_withdraw,9
UMLS:C0038663_suicide attempt,114,UMLS:C1299586_difficulty,8
UMLS:C0038663_suicide attempt,114,UMLS:C0022107_irritable mood,7
UMLS:C0038663_suicide attempt,114,UMLS:C0234215_sensory discomfort,6
UMLS:C0038663_suicide attempt,114,UMLS:C0013144_drowsiness,5
UMLS:C0038663_suicide attempt,114,UMLS:C0016579_formication,4
UMLS:C0038663_suicide attempt,114,UMLS:C0041657_unconscious state,3
UMLS:C0038663_suicide attempt,114,UMLS:C0015967_fever,2
UMLS:C0038663_suicide attempt,114,UMLS:C0010200_cough,1
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0457096_yellow sputum,18
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0006625_cachexia,17
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0085593_chill,16
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0043096_decreased body weight,15
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0239134_productive cough,14
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0231528_myalgia,13
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0011991_diarrhea,12
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0151315_neck stiffness,11
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0239133_hacking cough,10
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C1384606_dyspareunia,9
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0020621_hypokalemia,8
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0231807_dyspnea on exertion,7
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0149758_poor dentition,6
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C1096646_transaminitis,5
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0850149_non-productive cough,4
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0018681_headache,3
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0857516_floppy,2
UMLS:C0032305_Pneumocystis carinii pneumonia,113,UMLS:C0233308_spontaneous rupture of membranes,1
UMLS:C0019163_hepatitis B,111,UMLS:C0233467_inappropriate affect,9
UMLS:C0019163_hepatitis B,111,UMLS:C0231835_tachypnea,8
UMLS:C0019163_hepatitis B,111,UMLS:C0457096_yellow sputum,7
UMLS:C0019163_hepatitis B,111,UMLS:C0221151_projectile vomiting,6
UMLS:C0019163_hepatitis B,111,UMLS:C0576456_poor feeding,5
UMLS:C0019163_hepatitis B,111,UMLS:C0000737_pain abdominal,4
UMLS:C0019163_hepatitis B,111,UMLS:C0232498_abdominal tenderness,3
UMLS:C0019163_hepatitis B,111,UMLS:C0558195_wheelchair bound,2
UMLS:C0019163_hepatitis B,111,UMLS:C0859032_moan,1
UMLS:C0030567_parkinson disease,108,UMLS:C1321756_achalasia,18
UMLS:C0030567_parkinson disease,108,UMLS:C0085639_fall,17
UMLS:C0030567_parkinson disease,108,UMLS:C0427008_stiffness,16
UMLS:C0030567_parkinson disease,108,UMLS:C0424092_withdraw,15
UMLS:C0030567_parkinson disease,108,UMLS:C0085631_agitation,14
UMLS:C0030567_parkinson disease,108,UMLS:C0018991_hemiplegia,13
UMLS:C0030567_parkinson disease,108,UMLS:C1299586_difficulty,12
UMLS:C0030567_parkinson disease,108,UMLS:C0241526_unresponsiveness,11
UMLS:C0030567_parkinson disease,108,UMLS:C0039070_syncope,10
UMLS:C0030567_parkinson disease,108,UMLS:C0427055_facial paresis,9
UMLS:C0030567_parkinson disease,108,UMLS:C0149746_orthostasis,8
UMLS:C0030567_parkinson disease,108,UMLS:C0233481_worry,7
UMLS:C0030567_parkinson disease,108,UMLS:C0013144_drowsiness,6
UMLS:C0030567_parkinson disease,108,UMLS:C0234450_sleepy,5
UMLS:C0030567_parkinson disease,108,UMLS:C0018965_hematuria,4
UMLS:C0030567_parkinson disease,108,UMLS:C0040822_tremor,3
UMLS:C0030567_parkinson disease,108,UMLS:C0028081_night sweat,2
UMLS:C0030567_parkinson disease,108,UMLS:C0577559_mass of body structure,1
UMLS:C0024299_lymphoma,105,UMLS:C0221198_lesion,14
UMLS:C0024299_lymphoma,105,UMLS:C0015967_fever,13
UMLS:C0024299_lymphoma,105,UMLS:C0221232_welt,12
UMLS:C0024299_lymphoma,105,UMLS:C1096646_transaminitis,11
UMLS:C0024299_lymphoma,105,UMLS:C0043096_decreased body weight,10
UMLS:C0024299_lymphoma,105,UMLS:C0004134_ataxia,9
UMLS:C0024299_lymphoma,105,UMLS:C0040264_tinnitus,8
UMLS:C0024299_lymphoma,105,UMLS:C0020303_hydropneumothorax,7
UMLS:C0024299_lymphoma,105,UMLS:C0429562_superimposition,6
UMLS:C0024299_lymphoma,105,UMLS:C0019079_haemoptysis,5
UMLS:C0024299_lymphoma,105,UMLS:C0015672_fatigue,4
UMLS:C0024299_lymphoma,105,UMLS:C0557875_tired,3
UMLS:C0024299_lymphoma,105,UMLS:C0085602_polydypsia,2
UMLS:C0024299_lymphoma,105,UMLS:C0241705_difficulty passing urine,1
UMLS:C0020456_hyperglycemia,104,UMLS:C0234233_sore to touch,12
UMLS:C0020456_hyperglycemia,104,UMLS:C0033774_pruritus,11
UMLS:C0020456_hyperglycemia,104,UMLS:C0235129_feeling strange,10
UMLS:C0020456_hyperglycemia,104,UMLS:C0241157_pustule,9
UMLS:C0020456_hyperglycemia,104,UMLS:C0332601_cushingoid facies,8
UMLS:C0020456_hyperglycemia,104,UMLS:C0878661_cushingoid habitus,7
UMLS:C0020456_hyperglycemia,104,UMLS:C0043096_decreased body weight,6
UMLS:C0020456_hyperglycemia,104,UMLS:C0344315_mood depressed,5
UMLS:C0020456_hyperglycemia,104,UMLS:C0239301_estrogen use,4
UMLS:C0020456_hyperglycemia,104,UMLS:C0043144_wheezing,3
UMLS:C0020456_hyperglycemia,104,UMLS:C0003962_ascites,2
UMLS:C0020456_hyperglycemia,104,UMLS:C0036572_seizure,1
UMLS:C0085584_encephalopathy,103,UMLS:C0242143_uncoordination,14
UMLS:C0085584_encephalopathy,103,UMLS:C0232766_asterixis,13
UMLS:C0085584_encephalopathy,103,UMLS:C0019080_haemorrhage,12
UMLS:C0085584_encephalopathy,103,UMLS:C0013144_drowsiness,11
UMLS:C0085584_encephalopathy,103,UMLS:C0234450_sleepy,10
UMLS:C0085584_encephalopathy,103,UMLS:C0424530_absences finding,9
UMLS:C0085584_encephalopathy,103,UMLS:C0872410_posturing,8
UMLS:C0085584_encephalopathy,103,UMLS:C0236018_aura,7
UMLS:C0085584_encephalopathy,103,UMLS:C0270844_tonic seizures,6
UMLS:C0085584_encephalopathy,103,UMLS:C0742985_debilitation,5
UMLS:C0085584_encephalopathy,103,UMLS:C0239110_consciousness clear,4
UMLS:C0085584_encephalopathy,103,UMLS:C0241526_unresponsiveness,3
UMLS:C0085584_encephalopathy,103,UMLS:C0205400_thicken,2
UMLS:C0085584_encephalopathy,103,UMLS:C0086439_hypokinesia,1
UMLS:C0040961_tricuspid valve insufficiency,101,UMLS:C0392680_shortness of breath,10
UMLS:C0040961_tricuspid valve insufficiency,101,UMLS:C0030193_pain,9
UMLS:C0040961_tricuspid valve insufficiency,101,UMLS:C0042963_vomiting,8
UMLS:C0040961_tricuspid valve insufficiency,101,UMLS:C0027497_nausea,7
UMLS:C0040961_tricuspid valve insufficiency,101,UMLS:C0428977_bradycardia,6
UMLS:C0040961_tricuspid valve insufficiency,101,UMLS:C0000737_pain abdominal,5
UMLS:C0040961_tricuspid valve insufficiency,101,UMLS:C0015967_fever,4
UMLS:C0040961_tricuspid valve insufficiency,101,UMLS:C0008767_cicatrisation,3
UMLS:C0040961_tricuspid valve insufficiency,101,UMLS:C0264576_mediastinal shift,2
UMLS:C0040961_tricuspid valve insufficiency,101,UMLS:C0338656_impaired cognition,1
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0013132_drool,17
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0085631_agitation,16
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0028084_nightmare,15
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0035508_rhonchus,14
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0239110_consciousness clear,13
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0235231_pin-point pupils,12
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0425251_bedridden,11
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0871754_frail,10
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0234379_tremor resting,9
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0020461_hyperkalemia,8
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0427055_facial paresis,7
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0541992_groggy,6
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0231530_muscle twitch,5
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0558195_wheelchair bound,4
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0040822_tremor,3
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0010200_cough,2
UMLS:C0002395_Alzheimer's disease,101,UMLS:C0015967_fever,1
UMLS:C0006840_candidiasis,99,UMLS:C0011991_diarrhea,15
UMLS:C0006840_candidiasis,99,UMLS:C0242429_throat sore,14
UMLS:C0006840_candidiasis,99,UMLS:C0043096_decreased body weight,13
UMLS:C0006840_candidiasis,99,UMLS:C0085593_chill,12
UMLS:C0006840_candidiasis,99,UMLS:C0018681_headache,11
UMLS:C0006840_candidiasis,99,UMLS:C0232498_abdominal tenderness,10
UMLS:C0006840_candidiasis,99,UMLS:C0376405_patient non compliance,9
UMLS:C0006840_candidiasis,99,UMLS:C0085636_photophobia,8
UMLS:C0006840_candidiasis,99,UMLS:C0028081_night sweat,7
UMLS:C0006840_candidiasis,99,UMLS:C0221150_painful swallowing,6
UMLS:C0006840_candidiasis,99,UMLS:C0149758_poor dentition,5
UMLS:C0006840_candidiasis,99,UMLS:C1096646_transaminitis,4
UMLS:C0006840_candidiasis,99,UMLS:C0850149_non-productive cough,3
UMLS:C0006840_candidiasis,99,UMLS:C0559546_adverse reaction,2
UMLS:C0006840_candidiasis,99,UMLS:C1291077_abdominal bloating,1
UMLS:C0442874_neuropathy,99,UMLS:C0004093_asthenia,10
UMLS:C0442874_neuropathy,99,UMLS:C0028643_numbness,9
UMLS:C0442874_neuropathy,99,UMLS:C0027498_nausea and vomiting,8
UMLS:C0442874_neuropathy,99,UMLS:C0541798_awakening early,7
UMLS:C0442874_neuropathy,99,UMLS:C0020303_hydropneumothorax,6
UMLS:C0442874_neuropathy,99,UMLS:C0429562_superimposition,5
UMLS:C0442874_neuropathy,99,UMLS:C0231230_fatigability,4
UMLS:C0442874_neuropathy,99,UMLS:C0232726_tenesmus,3
UMLS:C0442874_neuropathy,99,UMLS:C0030193_pain,2
UMLS:C0442874_neuropathy,99,UMLS:C0232854_slowing of urinary stream,1
UMLS:C0022658_kidney disease,96,UMLS:C0392680_shortness of breath,6
UMLS:C0022658_kidney disease,96,UMLS:C0020461_hyperkalemia,5
UMLS:C0022658_kidney disease,96,UMLS:C0008031_pain chest,4
UMLS:C0022658_kidney disease,96,UMLS:C0015967_fever,3
UMLS:C0022658_kidney disease,96,UMLS:C0232995_gravida 0,2
UMLS:C0022658_kidney disease,96,UMLS:C0151706_bleeding of vagina,1
UMLS:C0023267_fibroid tumor,96,UMLS:C0233071_para 2,12
UMLS:C0023267_fibroid tumor,96,UMLS:C0019080_haemorrhage,11
UMLS:C0023267_fibroid tumor,96,UMLS:C0156543_abortion,10
UMLS:C0023267_fibroid tumor,96,UMLS:C0232943_intermenstrual heavy bleeding,9
UMLS:C0023267_fibroid tumor,96,UMLS:C0026827_muscle hypotonia,8
UMLS:C0023267_fibroid tumor,96,UMLS:C0232997_previous pregnancies 2,7
UMLS:C0023267_fibroid tumor,96,UMLS:C0392680_shortness of breath,6
UMLS:C0023267_fibroid tumor,96,UMLS:C0015967_fever,5
UMLS:C0023267_fibroid tumor,96,UMLS:C0018834_heartburn,4
UMLS:C0023267_fibroid tumor,96,UMLS:C0860096_primigravida,3
UMLS:C0023267_fibroid tumor,96,UMLS:C0702118_abnormally hard consistency,2
UMLS:C0023267_fibroid tumor,96,UMLS:C1405524_proteinemia,1
UMLS:C0017601_glaucoma,95,UMLS:C0085639_fall,10
UMLS:C0017601_glaucoma,95,UMLS:C0000731_distended abdomen,9
UMLS:C0017601_glaucoma,95,UMLS:C1273573_unsteady gait,8
UMLS:C0017601_glaucoma,95,UMLS:C0030554_paresthesia,7
UMLS:C0017601_glaucoma,95,UMLS:C0020625_hyponatremia,6
UMLS:C0017601_glaucoma,95,UMLS:C0085631_agitation,5
UMLS:C0017601_glaucoma,95,UMLS:C0041657_unconscious state,4
UMLS:C0017601_glaucoma,95,UMLS:C0085624_burning sensation,3
UMLS:C0017601_glaucoma,95,UMLS:C0221198_lesion,2
UMLS:C0017601_glaucoma,95,UMLS:C0577559_mass of body structure,1
UMLS:C0027627_neoplasm metastasis,94,UMLS:C0205400_thicken,10
UMLS:C0027627_neoplasm metastasis,94,UMLS:C1269955_tumor cell invasion,9
UMLS:C0027627_neoplasm metastasis,94,UMLS:C1513183_metastatic lesion,8
UMLS:C0027627_neoplasm metastasis,94,UMLS:C0007859_pain neck,7
UMLS:C0027627_neoplasm metastasis,94,UMLS:C0034079_lung nodule,6
UMLS:C0027627_neoplasm metastasis,94,UMLS:C0030193_pain,5
UMLS:C0027627_neoplasm metastasis,94,UMLS:C0000737_pain abdominal,4
UMLS:C0027627_neoplasm metastasis,94,UMLS:C0149696_food intolerance,3
UMLS:C0027627_neoplasm metastasis,94,UMLS:C0577559_mass of body structure,2
UMLS:C0027627_neoplasm metastasis,94,UMLS:C0741302_atypia,1
UMLS:C0007102_malignant tumor of colon,94,UMLS:C0221198_lesion,15
UMLS:C0007102_malignant tumor of colon,94,UMLS:C0242453_prostatism,14
UMLS:C0007102_malignant tumor of colon,94,UMLS:C0009806_constipation,13
UMLS:C0007102_malignant tumor of colon,94,UMLS:C0858924_general discomfort,12
UMLS:C0007102_malignant tumor of colon,94,UMLS:C0011991_diarrhea,11
UMLS:C0007102_malignant tumor of colon,94,UMLS:C0000737_pain abdominal,10
UMLS:C0007102_malignant tumor of colon,94,UMLS:C0152032_urinary hesitation,9
UMLS:C0007102_malignant tumor of colon,94,UMLS:C0857087_dizzy spells,8
UMLS:C0007102_malignant tumor of colon,94,UMLS:C0278146_shooting pain,7
UMLS:C0007102_malignant tumor of colon,94,UMLS:C0428977_bradycardia,6
UMLS:C0007102_malignant tumor of colon,94,UMLS:C0042963_vomiting,5
UMLS:C0007102_malignant tumor of colon,94,UMLS:C0694547_systolic ejection murmur,4
UMLS:C0007102_malignant tumor of colon,94,UMLS:C0027497_nausea,3
UMLS:C0007102_malignant tumor of colon,94,UMLS:C0235250_hyperemesis,2
UMLS:C0007102_malignant tumor of colon,94,UMLS:C0085602_polydypsia,1
UMLS:C0011880_ketoacidosis diabetic,93,UMLS:C0032617_polyuria,15
UMLS:C0011880_ketoacidosis diabetic,93,UMLS:C0042963_vomiting,14
UMLS:C0011880_ketoacidosis diabetic,93,UMLS:C0027497_nausea,13
UMLS:C0011880_ketoacidosis diabetic,93,UMLS:C0000737_pain abdominal,12
UMLS:C0011880_ketoacidosis diabetic,93,UMLS:C0443260_milky,11
UMLS:C0011880_ketoacidosis diabetic,93,UMLS:C0235129_feeling strange,10
UMLS:C0011880_ketoacidosis diabetic,93,UMLS:C0232517_gurgle,9
UMLS:C0011880_ketoacidosis diabetic,93,UMLS:C0027769_nervousness,8
UMLS:C0011880_ketoacidosis diabetic,93,UMLS:C0232498_abdominal tenderness,7
UMLS:C0011880_ketoacidosis diabetic,93,UMLS:C0232605_regurgitates after swallowing,6
UMLS:C0011880_ketoacidosis diabetic,93,UMLS:C0344232_vision blurred,5
UMLS:C0011880_ketoacidosis diabetic,93,UMLS:C0152032_urinary hesitation,4
UMLS:C0011880_ketoacidosis diabetic,93,UMLS:C0011991_diarrhea,3
UMLS:C0011880_ketoacidosis diabetic,93,UMLS:C0036572_seizure,2
UMLS:C0011880_ketoacidosis diabetic,93,UMLS:C0236018_aura,1
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0013144_drowsiness,17
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0542073_lip smacking,16
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0027066_myoclonus,15
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0040822_tremor,14
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0751466_phonophobia,13
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0522336_rolling of eyes,12
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0234450_sleepy,11
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0019572_hirsutism,10
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0554980_moody,9
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0231530_muscle twitch,8
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0241526_unresponsiveness,7
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0018681_headache,6
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0002416_ambidexterity,5
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0424530_absences finding,4
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0037763_spasm,3
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C0043096_decreased body weight,2
UMLS:C0014549_tonic-clonic epilepsy,92,UMLS:C1269955_tumor cell invasion,1
UMLS:C0006826_malignant neoplasms,90,UMLS:C0232118_pulsus paradoxus,14
UMLS:C0006826_malignant neoplasms,90,UMLS:C1291692_gravida 10,13
UMLS:C0006826_malignant neoplasms,90,UMLS:C0577559_mass of body structure,12
UMLS:C0006826_malignant neoplasms,90,UMLS:C0221198_lesion,11
UMLS:C0006826_malignant neoplasms,90,UMLS:C0018834_heartburn,10
UMLS:C0006826_malignant neoplasms,90,UMLS:C0028081_night sweat,9
UMLS:C0006826_malignant neoplasms,90,UMLS:C0205400_thicken,8
UMLS:C0006826_malignant neoplasms,90,UMLS:C0085593_chill,7
UMLS:C0006826_malignant neoplasms,90,UMLS:C0029053_decreased translucency,6
UMLS:C0006826_malignant neoplasms,90,UMLS:C0000737_pain abdominal,5
UMLS:C0006826_malignant neoplasms,90,UMLS:C0541911_dullness,4
UMLS:C0006826_malignant neoplasms,90,UMLS:C0149696_food intolerance,3
UMLS:C0006826_malignant neoplasms,90,UMLS:C0476273_distress respiratory,2
UMLS:C0006826_malignant neoplasms,90,UMLS:C0020649_hypotension,1
UMLS:C1145670_respiratory failure,90,UMLS:C0018991_hemiplegia,15
UMLS:C1145670_respiratory failure,90,UMLS:C0037384_snore,14
UMLS:C1145670_respiratory failure,90,UMLS:C0241526_unresponsiveness,13
UMLS:C1145670_respiratory failure,90,UMLS:C0239134_productive cough,12
UMLS:C1145670_respiratory failure,90,UMLS:C0013404_dyspnea,11
UMLS:C1145670_respiratory failure,90,UMLS:C0231835_tachypnea,10
UMLS:C1145670_respiratory failure,90,UMLS:C0020461_hyperkalemia,9
UMLS:C1145670_respiratory failure,90,UMLS:C0086439_hypokinesia,8
UMLS:C1145670_respiratory failure,90,UMLS:C0232201_sinus rhythm,7
UMLS:C1145670_respiratory failure,90,UMLS:C0427108_general unsteadiness,6
UMLS:C1145670_respiratory failure,90,UMLS:C0006318_bruit,5
UMLS:C1145670_respiratory failure,90,UMLS:C0239110_consciousness clear,4
UMLS:C1145670_respiratory failure,90,UMLS:C0392680_shortness of breath,3
UMLS:C1145670_respiratory failure,90,UMLS:C0221198_lesion,2
UMLS:C1145670_respiratory failure,90,UMLS:C0332575_redness,1
UMLS:C0025202_melanoma,87,UMLS:C0577559_mass of body structure,9
UMLS:C0025202_melanoma,87,UMLS:C0221166_paraparesis,8
UMLS:C0025202_melanoma,87,UMLS:C0015967_fever,7
UMLS:C0025202_melanoma,87,UMLS:C0232995_gravida 0,6
UMLS:C0025202_melanoma,87,UMLS:C0030193_pain,5
UMLS:C0025202_melanoma,87,UMLS:C0033774_pruritus,4
UMLS:C0025202_melanoma,87,UMLS:C0024103_mass in breast,3
UMLS:C0025202_melanoma,87,UMLS:C0042963_vomiting,2
UMLS:C0025202_melanoma,87,UMLS:C0011991_diarrhea,1
UMLS:C0017160_gastroenteritis,87,UMLS:C0000737_pain abdominal,12
UMLS:C0017160_gastroenteritis,87,UMLS:C0476287_breath-holding spell,11
UMLS:C0017160_gastroenteritis,87,UMLS:C0027497_nausea,10
UMLS:C0017160_gastroenteritis,87,UMLS:C0043096_decreased body weight,9
UMLS:C0017160_gastroenteritis,87,UMLS:C0234233_sore to touch,8
UMLS:C0017160_gastroenteritis,87,UMLS:C0240962_scleral icterus,7
UMLS:C0017160_gastroenteritis,87,UMLS:C0015967_fever,6
UMLS:C0017160_gastroenteritis,87,UMLS:C0231528_myalgia,5
UMLS:C0017160_gastroenteritis,87,UMLS:C0020625_hyponatremia,4
UMLS:C0017160_gastroenteritis,87,UMLS:C0232602_retch,3
UMLS:C0017160_gastroenteritis,87,UMLS:C0577559_mass of body structure,2
UMLS:C0017160_gastroenteritis,87,UMLS:C0043096_decreased body weight,1
UMLS:C0242379_malignant neoplasm of lung,86,UMLS:C0221198_lesion,15
UMLS:C0242379_malignant neoplasm of lung,86,UMLS:C0010200_cough,14
UMLS:C0242379_malignant neoplasm of lung,86,UMLS:C0034079_lung nodule,13
UMLS:C0242379_malignant neoplasm of lung,86,UMLS:C0392680_shortness of breath,12
UMLS:C0242379_malignant neoplasm of lung,86,UMLS:C0019079_haemoptysis,11
UMLS:C0242379_malignant neoplasm of lung,86,UMLS:C0742985_debilitation,10
UMLS:C0242379_malignant neoplasm of lung,86,UMLS:C0232517_gurgle,9
UMLS:C0242379_malignant neoplasm of lung,86,UMLS:C0234238_ache,8
UMLS:C0242379_malignant neoplasm of lung,86,UMLS:C0034642_rale,7
UMLS:C0242379_malignant neoplasm of lung,86,UMLS:C0028081_night sweat,6
UMLS:C0242379_malignant neoplasm of lung,86,UMLS:C0029053_decreased translucency,5
